t,j,m,price
2013/2014,75412010,,0.491439
2013/2014,75412030,,1.31757
2013/2014,75412060,,1.068434
2013/2014,75414020,,1.822812
2013/2014,75414500,,0.395483
2013/2014,75415020,,1.280075
2013/2014,75415022,,1.280075
2013/2014,75418010,,1.545429
2013/2014,75439500,,0.35976
2013/2014,75440200,,1.831798
2013/2014,75440300,,0.415344
2013/2014,75440310,,0.330695
2013/2014,75440600,,0.407459
2013/2014,75460900,,0.85626
2013/2014,75500210,,0.341075
2013/2014,75501010,,0.760645
2013/2014,75502010,,0.811142
2013/2014,75502500,,0.664483
2013/2014,75502510,,0.836236
2013/2014,75502520,,1.23279
2013/2014,75502550,,0.417445
2013/2014,75503010,,0.514112
2013/2014,75503020,,0.446852
2013/2014,75503030,,0.681854
2013/2014,75503040,,0.702989
2013/2014,75503080,,1.799265
2013/2014,75503085,,2.577648
2013/2014,75503090,,1.006888
2013/2014,75503100,,0.516423
2013/2014,75505000,,1.608547
2013/2014,75506010,,0.477759
2013/2014,75506100,,1.068628
2013/2014,75507000,,0.994578
2013/2014,75510000,,2.285919
2013/2014,75510010,,1.8603
2013/2014,75510020,,2.413534
2013/2014,75510030,,2.390862
2013/2014,75511010,,0.696669
2013/2014,75511020,,0.977762
2013/2014,75511040,,0.701396
2013/2014,75511100,,0.514112
2013/2014,75511200,,0.446987
2013/2014,75512010,,2.061165
2013/2014,75512510,,0.227449
2013/2014,75515100,,0.865899
2013/2014,75534030,,0.755933
2013/2014,75534550,,1.37941
2013/2014,75535000,,0.785677
2013/2014,75601100,,0.381132
2013/2014,75604010,,0.444676
2013/2014,75604020,,0.348038
2013/2014,75604600,,1.209765
2013/2014,75607000,,0.198529
2013/2014,75607010,,0.834464
2013/2014,75607060,,0.395863
2013/2014,75608100,,0.274229
2013/2014,75608200,,0.169633
2013/2014,75609010,,0.386147
2013/2014,75611010,,0.276689
2013/2014,75649010,,0.246634
2013/2014,75649040,,0.332991
2013/2014,75649050,,0.248702
2013/2014,75649110,,0.246634
2013/2014,75649150,,0.36545
2013/2014,75650990,,0.363252
2013/2014,75651010,,0.232557
2013/2014,75651020,,0.221941
2013/2014,75651040,,0.36545
2013/2014,75651070,,0.375428
2013/2014,75651080,,0.67687
2013/2014,75651110,,0.475666
2013/2014,75652010,,0.33326
2013/2014,75652040,,0.33722
2013/2014,75652050,,0.319735
2013/2014,75656020,,0.357291
2013/2014,75656040,,0.548292
2013/2014,75656060,,0.322071
2013/2014,75657000,,0.269397
2013/2014,76102030,,0.427009
2013/2014,76201000,,0.974948
2013/2014,76201010,,0.602645
2013/2014,76201020,,7.391537
2013/2014,76201030,,1.142743
2013/2014,76202000,,0.558505
2013/2014,76205000,,1.168896
2013/2014,76205010,,0.598452
2013/2014,76205020,,0.614382
2013/2014,76205060,,0.53224
2013/2014,76209000,,1.195358
2013/2014,76209010,,0.609741
2013/2014,76209020,,0.431354
2013/2014,76401000,,1.368957
2013/2014,76401010,,0.569154
2013/2014,76401020,,0.608476
2013/2014,76401060,,1.227611
2013/2014,76402000,,1.068543
2013/2014,76405010,,0.527762
2013/2014,76405020,,1.433782
2013/2014,76407000,,0.592067
2013/2014,76407010,,0.684631
2013/2014,76407020,,0.706595
2013/2014,76409000,,0.529109
2013/2014,76409010,,0.575427
2013/2014,76501000,,0.63347
2013/2014,76502000,,0.807721
2013/2014,76603000,,0.881849
2013/2014,76603010,,0.69892
2013/2014,76603020,,0.512212
2013/2014,76604500,,0.639659
2013/2014,76605000,,0.584078
2013/2014,76605010,,0.527229
2013/2014,76605020,,0.779817
2013/2014,76607100,,1.215453
2013/2014,76611010,,1.199681
2013/2014,76611020,,0.468987
2013/2014,78101000,,0.226043
2013/2014,78101100,,0.299973
2013/2014,78101110,,0.384971
2013/2014,78101120,,0.443868
2013/2014,81100500,,0.814865
2013/2014,81101000,,0.790078
2013/2014,81101010,,1.073457
2013/2014,81101020,,0.790078
2013/2014,81101100,,0.804508
2013/2014,81101110,,0.813283
2013/2014,81101120,,0.804508
2013/2014,81102000,,0.397476
2013/2014,81102010,,0.376104
2013/2014,81102020,,0.454059
2013/2014,81103040,,0.247559
2013/2014,81103041,,0.71221
2013/2014,81103080,,0.354223
2013/2014,81103090,,0.898531
2013/2014,81103130,,0.715977
2013/2014,81103140,,0.739132
2013/2014,81104010,,0.628866
2013/2014,81104011,,0.71221
2013/2014,81104020,,0.392977
2013/2014,81104100,,0.628866
2013/2014,81104110,,0.527086
2013/2014,81105020,,0.915637
2013/2014,81105500,,0.915637
2013/2014,81106010,,2.824834
2013/2014,81201000,,0.714295
2013/2014,81202000,,0.328388
2013/2014,81203000,,0.454701
2013/2014,81203100,,0.455976
2013/2014,81203200,,0.328388
2013/2014,81204000,,2.138212
2013/2014,81301000,,0.829698
2013/2014,81301020,,1.627322
2013/2014,81302010,,1.768651
2013/2014,81302040,,0.639817
2013/2014,81302050,,0.749752
2013/2014,81302060,,0.974547
2013/2014,81302070,,1.771273
2013/2014,81322000,,1.099572
2013/2014,82101000,,0.436314
2013/2014,82101300,,2.613443
2013/2014,82101500,,1.315146
2013/2014,82102000,,0.251243
2013/2014,82102500,,0.257932
2013/2014,82103000,,0.329595
2013/2014,82103500,,4.251445
2013/2014,82104000,,1.017548
2013/2014,82105000,,0.37167
2013/2014,82105500,,0.2252
2013/2014,82105750,,0.281063
2013/2014,82105800,,0.233836
2013/2014,82106000,,0.709189
2013/2014,82107000,,2.446761
2013/2014,82108000,,0.246045
2013/2014,82108250,,0.464611
2013/2014,82108500,,0.540477
2013/2014,82108700,,2.02346
2013/2014,83100100,,0.569934
2013/2014,83100200,,0.460277
2013/2014,83101000,,0.618382
2013/2014,83101600,,0.474611
2013/2014,83102000,,0.670516
2013/2014,83103000,,0.704677
2013/2014,83104000,,0.439756
2013/2014,83105500,,0.499405
2013/2014,83106000,,0.571226
2013/2014,83107000,,0.451834
2013/2014,83108000,,1.127134
2013/2014,83109000,,0.490513
2013/2014,83110000,,0.463578
2013/2014,83112000,,0.695143
2013/2014,83112500,,0.557601
2013/2014,83112950,,0.700193
2013/2014,83112990,,1.071541
2013/2014,83114000,,0.457505
2013/2014,83115000,,0.889431
2013/2014,83200100,,0.564414
2013/2014,83201000,,0.677307
2013/2014,83201400,,0.738362
2013/2014,83202020,,0.522123
2013/2014,83203000,,0.53489
2013/2014,83204000,,0.497277
2013/2014,83204050,,0.494054
2013/2014,83204500,,0.571161
2013/2014,83205450,,0.667311
2013/2014,83206000,,0.594231
2013/2014,83206500,,0.583693
2013/2014,83207000,,0.450196
2013/2014,83208500,,0.73882
2013/2014,83210100,,0.516653
2013/2014,83300100,,0.483884
2013/2014,83300200,,1.037683
2013/2014,83300300,,0.491359
2013/2014,83300400,,0.423246
2013/2014,83300500,,0.853329
2013/2014,83300600,,0.578575
2013/2014,83300700,,0.553162
2013/2014,83300800,,0.968954
2013/2014,83300900,,0.831216
2013/2014,83301000,,0.487586
2013/2014,91101000,,0.141365
2013/2014,91101010,,0.133611
2013/2014,91101020,,0.228705
2013/2014,91102010,,0.238077
2013/2014,91103010,,4.891812
2013/2014,91104100,,2.490611
2013/2014,91104200,,0.26869
2013/2014,91105010,,1.062484
2013/2014,91107000,,2.771623
2013/2014,91108000,,2.352639
2013/2014,91108010,,56.749477
2013/2014,91109000,,0.931071
2013/2014,91200000,,2.492087
2013/2014,91200020,,2.051594
2013/2014,91200030,,2.221319
2013/2014,91200040,,1.38725
2013/2014,91200110,,4.227948
2013/2014,91201010,,2.074486
2013/2014,91300010,,0.441336
2013/2014,91300100,,0.375477
2013/2014,91301020,,0.348174
2013/2014,91301030,,0.504247
2013/2014,91301040,,0.282144
2013/2014,91301050,,0.410949
2013/2014,91301060,,1.479011
2013/2014,91301080,,0.348594
2013/2014,91301090,,0.49113
2013/2014,91301100,,0.634052
2013/2014,91301120,,0.238077
2013/2014,91301130,,0.313008
2013/2014,91301250,,0.375477
2013/2014,91301510,,0.391655
2013/2014,91302010,,1.010047
2013/2014,91303000,,0.608502
2013/2014,91303500,,0.238381
2013/2014,91304010,,0.569326
2013/2014,91304020,,0.692735
2013/2014,91304030,,0.480426
2013/2014,91304040,,0.614171
2013/2014,91304050,,0.913204
2013/2014,91304060,,1.804761
2013/2014,91304070,,1.220951
2013/2014,91304080,,0.273776
2013/2014,91304090,,0.894551
2013/2014,91304300,,1.105652
2013/2014,91305010,,0.401508
2013/2014,91305020,,0.474775
2013/2014,91351010,,0.434511
2013/2014,91351020,,0.434511
2013/2014,91361010,,0.635907
2013/2014,91361020,,0.67913
2013/2014,91361050,,0.560463
2013/2014,91361070,,1.242159
2013/2014,91401000,,0.323174
2013/2014,91402000,,0.505816
2013/2014,91403000,,0.51178
2013/2014,91404000,,0.596358
2013/2014,91405000,,1.495996
2013/2014,91405500,,0.504841
2013/2014,91406000,,0.811835
2013/2014,91406500,,0.901216
2013/2014,91406600,,0.629294
2013/2014,91407100,,0.365884
2013/2014,91407150,,0.786653
2013/2014,91501010,,0.339665
2013/2014,91501015,,0.379581
2013/2014,91501020,,0.203153
2013/2014,91501030,,0.444395
2013/2014,91501040,,0.521659
2013/2014,91511010,,0.163523
2013/2014,91511020,,0.237346
2013/2014,91560100,,1.571464
2013/2014,91601000,,0.339113
2013/2014,91611000,,0.181824
2013/2014,91621000,,0.339113
2013/2014,91700010,,0.997588
2013/2014,91700500,,1.069522
2013/2014,91701010,,1.826263
2013/2014,91701020,,1.314754
2013/2014,91701030,,1.778294
2013/2014,91702010,,0.798524
2013/2014,91703010,,0.615483
2013/2014,91703020,,1.03213
2013/2014,91703030,,1.31832
2013/2014,91703040,,1.421586
2013/2014,91703060,,1.865518
2013/2014,91703070,,1.158202
2013/2014,91703080,,2.700898
2013/2014,91703150,,2.035017
2013/2014,91703200,,1.25175
2013/2014,91703300,,1.426486
2013/2014,91703400,,1.828614
2013/2014,91703500,,1.463159
2013/2014,91703600,,2.281813
2013/2014,91705010,,1.130381
2013/2014,91705020,,1.011322
2013/2014,91705030,,1.25427
2013/2014,91705040,,2.710764
2013/2014,91705050,,1.980235
2013/2014,91705060,,1.318225
2013/2014,91705070,,1.379202
2013/2014,91705200,,0.772186
2013/2014,91705300,,1.792084
2013/2014,91705310,,1.794105
2013/2014,91705400,,0.899448
2013/2014,91705410,,1.570022
2013/2014,91705420,,1.414603
2013/2014,91705430,,1.266869
2013/2014,91705500,,5.156148
2013/2014,91706000,,0.846203
2013/2014,91706100,,1.489324
2013/2014,91707000,,0.662511
2013/2014,91707010,,1.223738
2013/2014,91708000,,1.052529
2013/2014,91708010,,1.339402
2013/2014,91708020,,1.479542
2013/2014,91708030,,0.930421
2013/2014,91708070,,1.008932
2013/2014,91708100,,0.760386
2013/2014,91709000,,1.321878
2013/2014,91713010,,0.753569
2013/2014,91713020,,0.818777
2013/2014,91713030,,1.099141
2013/2014,91713040,,1.433473
2013/2014,91713050,,1.842936
2013/2014,91713070,,2.039727
2013/2014,91713080,,0.844189
2013/2014,91713090,,1.679197
2013/2014,91713100,,2.755955
2013/2014,91715000,,1.033537
2013/2014,91715100,,1.19728
2013/2014,91715200,,0.990409
2013/2014,91715300,,0.937559
2013/2014,91716010,,1.781586
2013/2014,91716110,,2.162947
2013/2014,91718000,,0.951911
2013/2014,91718050,,1.403467
2013/2014,91718100,,1.169794
2013/2014,91718110,,0.824922
2013/2014,91718200,,1.348201
2013/2014,91721000,,0.602442
2013/2014,91723000,,0.551931
2013/2014,91723010,,1.383389
2013/2014,91723020,,4.876618
2013/2014,91723050,,0.662985
2013/2014,91726000,,0.781562
2013/2014,91726110,,1.136766
2013/2014,91726130,,1.134122
2013/2014,91726140,,0.789067
2013/2014,91726410,,1.116667
2013/2014,91726420,,1.178755
2013/2014,91726425,,2.38945
2013/2014,91727010,,2.632661
2013/2014,91728000,,1.190241
2013/2014,91728500,,1.742029
2013/2014,91731000,,0.991421
2013/2014,91731010,,0.985271
2013/2014,91731060,,1.006614
2013/2014,91731100,,0.818264
2013/2014,91732000,,1.168127
2013/2014,91732100,,0.115176
2013/2014,91733000,,1.006746
2013/2014,91734000,,1.386494
2013/2014,91734100,,1.304181
2013/2014,91734200,,1.173165
2013/2014,91734300,,1.3739
2013/2014,91734400,,1.4253
2013/2014,91734450,,1.777896
2013/2014,91734500,,0.89957
2013/2014,91735000,,2.757852
2013/2014,91739010,,0.858426
2013/2014,91739600,,1.478829
2013/2014,91742010,,1.34473
2013/2014,91745010,,0.732481
2013/2014,91745020,,0.933248
2013/2014,91745100,,0.905784
2013/2014,91746010,,1.049522
2013/2014,91746100,,1.039386
2013/2014,91746120,,1.04078
2013/2014,91746150,,0.68227
2013/2014,91746200,,1.165707
2013/2014,91750000,,0.909112
2013/2014,91760000,,1.050704
2013/2014,91760100,,1.203469
2013/2014,91760200,,1.335492
2013/2014,91760500,,2.339791
2013/2014,91760700,,1.445994
2013/2014,91770010,,2.206235
2013/2014,91770020,,2.04627
2013/2014,91770030,,2.324633
2013/2014,91770050,,4.962641
2013/2014,91801000,,0.021679
2013/2014,91802000,,0.024689
2013/2014,92100500,,0.048787
2013/2014,92101000,,0.048819
2013/2014,92101500,,0.052095
2013/2014,92101600,,0.074497
2013/2014,92101610,,0.050996
2013/2014,92101630,,0.056012
2013/2014,92101700,,0.09037
2013/2014,92101800,,0.056203
2013/2014,92101820,,0.249971
2013/2014,92101850,,0.07837
2013/2014,92101851,,0.081235
2013/2014,92101900,,0.282562
2013/2014,92101901,,0.098079
2013/2014,92101904,,0.094206
2013/2014,92101905,,0.347567
2013/2014,92101906,,0.805269
2013/2014,92101920,,0.527085
2013/2014,92101921,,0.438539
2013/2014,92101925,,0.527085
2013/2014,92101950,,0.116896
2013/2014,92101955,,0.456748
2013/2014,92101960,,0.317191
2013/2014,92102000,,0.494406
2013/2014,92102400,,0.039818
2013/2014,92103000,,0.024843
2013/2014,92111010,,0.066393
2013/2014,92114000,,0.019026
2013/2014,92121000,,0.074942
2013/2014,92121010,,0.162167
2013/2014,92121020,,0.098212
2013/2014,92121040,,0.074942
2013/2014,92130000,,0.313627
2013/2014,92130010,,0.038496
2013/2014,92152000,,0.04322
2013/2014,92152010,,0.042928
2013/2014,92161000,,0.721262
2013/2014,92161001,,0.062893
2013/2014,92171000,,0.731576
2013/2014,92191100,,3.105365
2013/2014,92191105,,2.378197
2013/2014,92191200,,3.290798
2013/2014,92191400,,3.861125
2013/2014,92192000,,2.215116
2013/2014,92193000,,1.208745
2013/2014,92193005,,2.618752
2013/2014,92193020,,1.037948
2013/2014,92203000,,0.092634
2013/2014,92203110,,0.119843
2013/2014,92291300,,5.329863
2013/2014,92302000,,0.039443
2013/2014,92302500,,0.062506
2013/2014,92303010,,0.107978
2013/2014,92303100,,0.115887
2013/2014,92304100,,0.129486
2013/2014,92305010,,3.60E-05
2013/2014,92305040,,0.001572
2013/2014,92305050,,0.010408
2013/2014,92305090,,0.000514
2013/2014,92305110,,0.000177
2013/2014,92305180,,3.60E-05
2013/2014,92305900,,0.000243
2013/2014,92305910,,0.011177
2013/2014,92305920,,0.000508
2013/2014,92306000,,0.122849
2013/2014,92306090,,0.122155
2013/2014,92306700,,0.152406
2013/2014,92306800,,0.085469
2013/2014,92307000,,0.012377
2013/2014,92307400,,0.021178
2013/2014,92307500,,0.083006
2013/2014,92307510,,0.110196
2013/2014,92307520,,0.00349
2013/2014,92308000,,0.049325
2013/2014,92308010,,0.05362
2013/2014,92308020,,0.020234
2013/2014,92308030,,0.049325
2013/2014,92308040,,0.05362
2013/2014,92308050,,0.04145
2013/2014,92308500,,0.109955
2013/2014,92308510,,0.119031
2013/2014,92308520,,0.057579
2013/2014,92308550,,0.060883
2013/2014,92309000,,0.097448
2013/2014,92309010,,0.050738
2013/2014,92309020,,0.14244
2013/2014,92309030,,0.14244
2013/2014,92309040,,0.134101
2013/2014,92309500,,0.092593
2013/2014,92309510,,0.079978
2013/2014,92309520,,0.407321
2013/2014,92400000,,0.087086
2013/2014,92400100,,0.091212
2013/2014,92410110,,0.119849
2013/2014,92410210,,0.100552
2013/2014,92410250,,0.142411
2013/2014,92410310,,0.087701
2013/2014,92410315,,0.080319
2013/2014,92410320,,0.094173
2013/2014,92410340,,0.078123
2013/2014,92410350,,0.084912
2013/2014,92410360,,0.091057
2013/2014,92410370,,0.096135
2013/2014,92410390,,0.07766
2013/2014,92410400,,0.083005
2013/2014,92410410,,0.09052
2013/2014,92410420,,0.091509
2013/2014,92410510,,0.083891
2013/2014,92410520,,0.08042
2013/2014,92410550,,0.095698
2013/2014,92410560,,0.092271
2013/2014,92410610,,0.083817
2013/2014,92410620,,0.085362
2013/2014,92410710,,0.079617
2013/2014,92410720,,0.086502
2013/2014,92410810,,0.029436
2013/2014,92411510,,0.095621
2013/2014,92411520,,0.446914
2013/2014,92411610,,0.090433
2013/2014,92411620,,0.097951
2013/2014,92432000,,0.259113
2013/2014,92433000,,0.314337
2013/2014,92510610,,0.11255
2013/2014,92510650,,0.146997
2013/2014,92510955,,0.119173
2013/2014,92510960,,0.100973
2013/2014,92511000,,0.073018
2013/2014,92511015,,0.07855
2013/2014,92512040,,0.199423
2013/2014,92512050,,0.443526
2013/2014,92512090,,0.233088
2013/2014,92512110,,0.351402
2013/2014,92513000,,0.356717
2013/2014,92530410,,0.041517
2013/2014,92530510,,0.128473
2013/2014,92530610,,0.083369
2013/2014,92530950,,0.130063
2013/2014,92531030,,0.078032
2013/2014,92541010,,0.00191
2013/2014,92542000,,0.002858
2013/2014,92550030,,0.081491
2013/2014,92550035,,0.254942
2013/2014,92550040,,0.124751
2013/2014,92550110,,0.140305
2013/2014,92550200,,0.151665
2013/2014,92550350,,0.188547
2013/2014,92550360,,0.20247
2013/2014,92550370,,0.093408
2013/2014,92550400,,0.130063
2013/2014,92550405,,0.168858
2013/2014,92550610,,0.028264
2013/2014,92550620,,0.090377
2013/2014,92552010,,0.000183
2013/2014,92552030,,0.121498
2013/2014,92582110,,0.078032
2013/2014,92610020,,0.005894
2013/2014,92610030,,0.27554
2013/2014,92611010,,0.311958
2013/2014,92612010,,0.293207
2013/2014,92613010,,0.51192
2013/2014,92803000,,0.242139
2013/2014,92804000,,0.294153
2013/2014,92900100,,0.026959
2013/2014,92900110,,0.031454
2013/2014,92900200,,0.02285
2013/2014,92900300,,0.033192
2013/2014,93101000,,0.286454
2013/2014,93102000,,0.213563
2013/2014,93102100,,0.26099
2013/2014,93102200,,0.297015
2013/2014,93102300,,0.380404
2013/2014,93106000,,0.368361
2013/2014,93106010,,0.309399
2013/2014,93106100,,0.326186
2013/2014,93106500,,0.404565
2013/2014,93201000,,1.946135
2013/2014,93202000,,2.074168
2013/2014,93301000,,0.859831
2013/2014,93301020,,0.743925
2013/2014,93301030,,0.853083
2013/2014,93301032,,0.624832
2013/2014,93301040,,0.954536
2013/2014,93301060,,1.026427
2013/2014,93301085,,2.711633
2013/2014,93301090,,1.396843
2013/2014,93301100,,0.825311
2013/2014,93301110,,1.217283
2013/2014,93301111,,1.288215
2013/2014,93301120,,2.294528
2013/2014,93301125,,1.089622
2013/2014,93301130,,0.830953
2013/2014,93301132,,1.466447
2013/2014,93301140,,0.721052
2013/2014,93301150,,0.76776
2013/2014,93301160,,1.471971
2013/2014,93301182,,0.121949
2013/2014,93301183,,0.550398
2013/2014,93301184,,0.464767
2013/2014,93301190,,0.995709
2013/2014,93301200,,0.858472
2013/2014,93301211,,0.726406
2013/2014,93301213,,0.79317
2013/2014,93301217,,1.014311
2013/2014,93301218,,1.014311
2013/2014,93301250,,0.718333
2013/2014,93301310,,0.903366
2013/2014,93301360,,0.968895
2013/2014,93301400,,1.903251
2013/2014,93301450,,1.95867
2013/2014,93301510,,0.825311
2013/2014,93301550,,0.988555
2013/2014,93401010,,0.969185
2013/2014,93401020,,0.901335
2013/2014,93401030,,0.584713
2013/2014,93401100,,1.071468
2013/2014,93402000,,0.989281
2013/2014,93404000,,0.657417
2013/2014,93404550,,0.414137
2013/2014,93404560,,0.436045
2013/2014,93405000,,0.71823
2013/2014,93501000,,2.094329
2013/2014,93502000,,1.995165
2013/2014,93502100,,1.193529
2013/2014,93503000,,1.505434
2013/2014,93504000,,1.371174
2013/2014,93504100,,1.648533
2013/2014,93505000,,1.308029
2013/2014,93505100,,2.410805
2013/2014,94000100,,0
2013/2014,94100100,,0.034963
2013/2014,94100200,,0.072413
2013/2014,94100300,,0.126197
2013/2014,94210100,,0.09592
2013/2014,94210200,,0.179772
2013/2014,94210300,,0.183946
2013/2014,94220100,,0.113946
2013/2014,94220215,,0.167276
2013/2014,94220310,,0.205
2013/2014,94300100,,0.034963
